amazing : amazingly = apparent : apparently -> ['apparent', 'amazingly', 'extremly', 'alarmingly', 'evident']
sudden : suddenly = occasional : occasionally -> ['occasional', 'suddenly', 'occasionally', 'inexplicably', 'infrequent']
sudden : suddenly = possible : possibly -> ['possible', 'suddenly', 'feasible', 'mysteriously', 'unsurprised']
sudden : suddenly = precise : precisely -> ['precise', 'suddenly', 'accurate', 'exact', 'laboriously']
sudden : suddenly = professional : professionally -> ['professional', 'suddenly', 'semi-professional', 'proffesional', 'ex-professional']
sudden : suddenly = quick : quickly -> ['suddenly', 'quick', 'quickly', 'inexplicably', 'frantically']
sudden : suddenly = quiet : quietly -> ['quiet', 'suddenly', 'mysteriously', 'quietly', 'lonely']
sudden : suddenly = rapid : rapidly -> ['suddenly', 'rapid', 'slowly', 'rapidly', 'quickly']
sudden : suddenly = rare : rarely -> ['rare', 'suddenly', 'mysteriously', 'scarce', 'unidentifiable']
sudden : suddenly = reluctant : reluctantly -> ['reluctant', 'hesitant', 'suddenly', 'unwilling', 'overjoyed']
sudden : suddenly = safe : safely -> ['safe', 'suddenly', 'safer', 'unharmed', 'unsafe']
sudden : suddenly = serious : seriously -> ['serious', 'suddenly', 'seriously', 'disoriented', 'mysteriously']
sudden : suddenly = slow : slowly -> ['suddenly', 'slow', 'slowly', 'mysteriously', 'inexplicably']
swift : swiftly = typical : typically -> ['typical', 'swiftly', 'gradually', 'quickly', 'usual']
swift : swiftly = unfortunate : unfortunately -> ['unfortunate', 'swiftly', 'quickly', 'promptly', 'summarily']
swift : swiftly = usual : usually -> ['usual', 'swiftly', 'quickly', 'gradually', 'expeditiously']
swift : swiftly = amazing : amazingly -> ['amazing', 'swiftly', 'incredible', 'quickly', 'astonishing']
swift : swiftly = apparent : apparently -> ['apparent', 'swiftly', 'quickly', 'gradually', 'evident']
swift : swiftly = calm : calmly -> ['calm', 'swiftly', 'quickly', 'quietly', 'promptly']
swift : swiftly = cheerful : cheerfully -> ['cheerful', 'swiftly', 'sullen', 'courteous', 'unsociable']
swift : swiftly = complete : completely -> ['complete', 'swiftly', 'quickly', 'methodically', 'summarily']
swift : swiftly = efficient : efficiently -> ['efficient', 'swiftly', 'quickly', 'efficiently', 'expeditiously']
swift : swiftly = fortunate : fortunately -> ['fortunate', 'swiftly', 'quickly', 'effectually', 'gradually']
swift : swiftly = free : freely -> ['free', 'swiftly', 'quickly', 'freely', 'promptly']
swift : swiftly = furious : furiously -> ['swiftly', 'furious', 'quickly', 'promptly', 'enraged']
swift : swiftly = happy : happily -> ['happy', 'swiftly', 'quickly', 'peaceably', 'promptly']
swift : swiftly = immediate : immediately -> ['immediate', 'swiftly', 'immediately', 'quickly', 'promptly']
swift : swiftly = infrequent : infrequently -> ['infrequent', 'swiftly', 'quickly', 'gradually', 'slowly']
swift : swiftly = lucky : luckily -> ['lucky', 'swiftly', 'quickly', 'promptly', 'eventually']
swift : swiftly = most : mostly -> ['most', 'swiftly', 'quickly', 'progressively', 'gradually']
swift : swiftly = obvious : obviously -> ['obvious', 'quickly', 'swiftly', 'expeditiously', 'promptly']
swift : swiftly = occasional : occasionally -> ['occasional', 'swiftly', 'quickly', 'periodically', 'gradually']
swift : swiftly = possible : possibly -> ['possible', 'swiftly', 'expeditiously', 'quickly', 'incrementally']
swift : swiftly = precise : precisely -> ['precise', 'swiftly', 'quickly', 'expeditiously', 'gradually']
swift : swiftly = professional : professionally -> ['professional', 'swiftly', 'quickly', 'gradually', 'promptly']
swift : swiftly = quick : quickly -> ['swiftly', 'quickly', 'quick', 'promptly', 'expeditiously']
swift : swiftly = quiet : quietly -> ['swiftly', 'quiet', 'quietly', 'quickly', 'gradually']
swift : swiftly = rapid : rapidly -> ['swiftly', 'rapidly', 'quickly', 'rapid', 'slowly']
swift : swiftly = rare : rarely -> ['rare', 'swiftly', 'quickly', 'rapidly', 'gradually']
swift : swiftly = reluctant : reluctantly -> ['reluctant', 'swiftly', 'hesitant', 'quickly', 'unwilling']
swift : swiftly = safe : safely -> ['safe', 'swiftly', 'quickly', 'expeditiously', 'safely']
swift : swiftly = serious : seriously -> ['serious', 'swiftly', 'quickly', 'maturely', 'expeditiously']
swift : swiftly = slow : slowly -> ['swiftly', 'quickly', 'slowly', 'rapidly', 'slow']
swift : swiftly = sudden : suddenly -> ['swiftly', 'quickly', 'sudden', 'rapidly', 'gradually']
typical : typically = unfortunate : unfortunately -> ['unfortunate', 'oftentimes', 'typically', 'usually', 'invariably']
typical : typically = usual : usually -> ['typically', 'usually', 'usual', 'often', 'normally']
typical : typically = amazing : amazingly -> ['amazing', 'incredible', 'astonishing', 'typically', 'awesome']
typical : typically = apparent : apparently -> ['apparent', 'evident', 'typically', 'usually', 'apparant']
typical : typically = calm : calmly -> ['calm', 'usually', 'always', 'typically', 'unfailingly']
typical : typically = cheerful : cheerfully -> ['cheerful', 'warm-hearted', 'usually', 'talkative', 'kindhearted']
typical : typically = complete : completely -> ['complete', 'usually', 'typically', 'normally', 'invariably']
typical : typically = efficient : efficiently -> ['efficient', 'inefficient', 'typically', 'usually', 'optimally']
typical : typically = fortunate : fortunately -> ['fortunate', 'usually', 'typically', 'often', 'customarily']
typical : typically = free : freely -> ['free', 'freely', 'typically', 'usually', 'normally']
typical : typically = furious : furiously -> ['furious', 'enraged', 'infuriated', 'incensed', 'distraught']
typical : typically = happy : happily -> ['happy', 'usually', 'typically', 'normally', 'happily']
typical : typically = immediate : immediately -> ['immediate', 'invariably', 'typically', 'usually', 'immediately']
typical : typically = infrequent : infrequently -> ['infrequent', 'usually', 'typically', 'infrequently', 'normally']
typical : typically = lucky : luckily -> ['lucky', 'usually', 'typically', 'unlucky', 'mortified']
typical : typically = most : mostly -> ['most', 'second-most', 'typically', 'usually', 'third-most']
typical : typically = obvious : obviously -> ['obvious', 'oftentimes', 'apparent', 'apparant', 'obviously']
typical : typically = occasional : occasionally -> ['occasional', 'occasionally', 'typically', 'usually', 'often']
typical : typically = possible : possibly -> ['possible', 'typically', 'usually', 'oftentimes', 'theoretically']
typical : typically = precise : precisely -> ['precise', 'typically', 'usually', 'precisely', 'p-values']
typical : typically = professional : professionally -> ['professional', 'typically', 'usually', 'semi-professional', 'normally']
typical : typically = quick : quickly -> ['quick', 'typically', 'usually', 'normally', 'lazily']
typical : typically = quiet : quietly -> ['quiet', 'usually', 'typically', 'calm', 'quietly']
typical : typically = rapid : rapidly -> ['rapid', 'typically', 'usually', 'normally', 'often']
typical : typically = rare : rarely -> ['rare', 'usually', 'rarely', 'typically', 'normally']
typical : typically = reluctant : reluctantly -> ['reluctant', 'hesitant', 'unwilling', 'reluctantly', 'obligated']
typical : typically = safe : safely -> ['safe', 'normally', 'usually', 'typically', 'passively']
typical : typically = serious : seriously -> ['serious', 'usually', 'typically', 'oftentimes', 'invariably']
typical : typically = slow : slowly -> ['slow', 'typically', 'usually', 'fast', 'slower']
typical : typically = sudden : suddenly -> ['sudden', 'typically', 'usually', 'suddenly', 'convulsions']
typical : typically = swift : swiftly -> ['swift', 'typically', 'usually', 'normally', 'often']
unfortunate : unfortunately = usual : usually -> ['usual', 'unfortunately', 'standard', 'fortunately', 'same']
unfortunate : unfortunately = amazing : amazingly -> ['amazing', 'unfortunately', 'incredible', 'awesome', 'sadly']
unfortunate : unfortunately = apparent : apparently -> ['unfortunately', 'apparent', 'evident', 'fortunately', 'apparant']
unfortunate : unfortunately = calm : calmly -> ['calm', 'unfortunately', 'fortunately', 'calmer', 'surprisingly']
unfortunate : unfortunately = cheerful : cheerfully -> ['cheerful', 'unfortunately', 'bubbly', 'cheery', 'personable']
unfortunate : unfortunately = complete : completely -> ['complete', 'unfortunately', 'near-complete', 'comprehensive', 'fortunately']
unfortunate : unfortunately = efficient : efficiently -> ['efficient', 'unfortunately', 'environmentally-friendly', 'cost-efficient', 'cost-effective']
unfortunate : unfortunately = fortunate : fortunately -> ['unfortunately', 'fortunate', 'fortunately', 'sadly', 'futhermore']
unfortunate : unfortunately = free : freely -> ['free', 'unfortunately', 'free-of-charge', 'freely', 'free-content']
unfortunate : unfortunately = furious : furiously -> ['furious', 'unfortunately', 'furiously', 'fortunately', 'disgusted']
unfortunate : unfortunately = happy : happily -> ['happy', 'unfortunately', 'fortunately', 'ofcourse', 'sadly']
unfortunate : unfortunately = immediate : immediately -> ['immediate', 'unfortunately', 'fortunately', 'fwiw', 'immediately']
unfortunate : unfortunately = infrequent : infrequently -> ['infrequent', 'unfortunately', 'fortunately', 'sadly', 'infrequently']
unfortunate : unfortunately = lucky : luckily -> ['lucky', 'unfortunately', 'fortunately', 'drinkin', 'wince']
unfortunate : unfortunately = most : mostly -> ['most', 'unfortunately', 'third-most', 'second-most', 'fourth-most']
unfortunate : unfortunately = obvious : obviously -> ['unfortunately', 'obvious', 'afaict', 'afaics', 'iow']
unfortunate : unfortunately = occasional : occasionally -> ['occasional', 'unfortunately', 'fortunately', 'infrequent', 'occasionally']
unfortunate : unfortunately = possible : possibly -> ['possible', 'unfortunately', 'feasible', 'avaliable', 'available']
unfortunate : unfortunately = precise : precisely -> ['precise', 'unfortunately', 'meta-data', 'pin-point', 'exact']
unfortunate : unfortunately = professional : professionally -> ['professional', 'unfortunately', 'proffesional', 'professional-level', 'semiprofessional']
unfortunate : unfortunately = quick : quickly -> ['quick', 'unfortunately', 'seach', 'quicker', 'fortunately']
unfortunate : unfortunately = quiet : quietly -> ['quiet', 'unfortunately', 'sadly', 'fortunately', 'calm']
unfortunate : unfortunately = rapid : rapidly -> ['rapid', 'unfortunately', 'interborough', 'mass-transit', 'transmilenio']
unfortunate : unfortunately = rare : rarely -> ['rare', 'unfortunately', 'fortunately', 'scarce', 'although']
unfortunate : unfortunately = reluctant : reluctantly -> ['reluctant', 'unfortunately', 'hesitant', 'unwilling', 'refuses']
unfortunate : unfortunately = safe : safely -> ['safe', 'unfortunately', 'safer', 'restful', 'refills']
unfortunate : unfortunately = serious : seriously -> ['serious', 'unfortunately', 'fortunately', 'sadly', 'surmountable']
unfortunate : unfortunately = slow : slowly -> ['slow', 'unfortunately', 'slower', 'faster', 'fast']
unfortunate : unfortunately = sudden : suddenly -> ['sudden', 'unfortunately', 'suddenly', 'fortunately', 'moment']
unfortunate : unfortunately = swift : swiftly -> ['swift', 'unfortunately', 'fortunately', 'fennec', 'sadly']
unfortunate : unfortunately = typical : typically -> ['typical', 'unfortunately', 'ready-to-use', 'typically', 'usual']
usual : usually = amazing : amazingly -> ['amazing', 'usually', 'normally', 'typically', 'often']
usual : usually = apparent : apparently -> ['apparent', 'usually', 'typically', 'unavoidably', 'normally']
usual : usually = calm : calmly -> ['calm', 'usually', 'normally', 'always', 'typically']
usual : usually = cheerful : cheerfully -> ['cheerful', 'usually', 'warm-hearted', 'sociable', 'kindhearted']
usual : usually = complete : completely -> ['complete', 'usually', 'typically', 'normally', 'often']
usual : usually = efficient : efficiently -> ['efficient', 'usually', 'normally', 'typically', 'kinetically']
usual : usually = fortunate : fortunately -> ['fortunate', 'usually', 'often', 'typically', 'customarily']
usual : usually = free : freely -> ['free', 'usually', 'normally', 'typically', 'customarily']
usual : usually = furious : furiously -> ['furious', 'usually', 'typically', 'normally', 'invariably']
usual : usually = happy : happily -> ['happy', 'usually', 'normally', 'typically', 'always']
usual : usually = immediate : immediately -> ['immediate', 'usually', 'invariably', 'typically', 'normally']
usual : usually = infrequent : infrequently -> ['infrequent', 'usually', 'typically', 'normally', 'infrequently']
usual : usually = lucky : luckily -> ['lucky', 'usually', 'normally', 'typically', 'unlucky']
usual : usually = most : mostly -> ['most', 'usually', 'normally', 'typically', 'often']
usual : usually = obvious : obviously -> ['usually', 'obvious', 'obviously', 'typically', 'oftentimes']
usual : usually = occasional : occasionally -> ['usually', 'occasional', 'occasionally', 'typically', 'often']
usual : usually = possible : possibly -> ['possible', 'usually', 'typically', 'normally', 'sometimes']
usual : usually = precise : precisely -> ['usually', 'precise', 'typically', 'normally', 'reproducible']
usual : usually = professional : professionally -> ['professional', 'usually', 'typically', 'normally', 'semi-professional']
usual : usually = quick : quickly -> ['quick', 'usually', 'typically', 'normally', 'invariably']
usual : usually = quiet : quietly -> ['quiet', 'usually', 'normally', 'typically', 'always']
usual : usually = rapid : rapidly -> ['rapid', 'usually', 'typically', 'normally', 'often']
usual : usually = rare : rarely -> ['rare', 'usually', 'slow-growing', 'typically', 'rarely']
usual : usually = reluctant : reluctantly -> ['reluctant', 'hesitant', 'usually', 'unwilling', 'willing']
usual : usually = safe : safely -> ['safe', 'usually', 'normally', 'typically', 'safer']
usual : usually = serious : seriously -> ['serious', 'usually', 'typically', 'life-threatening', 'normally']
usual : usually = slow : slowly -> ['slow', 'usually', 'typically', 'normally', 'sometimes']
usual : usually = sudden : suddenly -> ['sudden', 'usually', 'typically', 'syncope', 'hemolysis']
usual : usually = swift : swiftly -> ['swift', 'usually', 'typically', 'normally', 'often']
usual : usually = typical : typically -> ['usually', 'typically', 'normally', 'typical', 'often']
usual : usually = unfortunate : unfortunately -> ['unfortunate', 'usually', 'typically', 'invariably', 'often']
