amazing : amazingly = apparent : apparently -> ['apparent', 'amazingly', 'apparently', 'exceedingly', 'obvious']
sudden : suddenly = slow : slowly -> ['slow', 'suddenly', 'slowly', 'fast', 'quickly']
swift : swiftly = typical : typically -> ['typical', 'swiftly', 'usual', 'slowly', 'progressively']
swift : swiftly = unfortunate : unfortunately -> ['unfortunate', 'swiftly', 'inevitable', 'intolerable', 'quickly']
swift : swiftly = usual : usually -> ['usual', 'swiftly', 'quickly', 'progressively', 'slowly']
swift : swiftly = amazing : amazingly -> ['amazing', 'swiftly', 'incredible', 'astonishing', 'unbelievable']
swift : swiftly = apparent : apparently -> ['apparent', 'swiftly', 'quickly', 'obvious', 'evident']
swift : swiftly = calm : calmly -> ['calm', 'swiftly', 'calmed', 'quickly', 'quietly']
swift : swiftly = cheerful : cheerfully -> ['cheerful', 'swiftly', 'apathetic', 'self-assured', 'considerate']
swift : swiftly = complete : completely -> ['complete', 'swiftly', 'effectively', 'quickly', 'properly']
swift : swiftly = efficient : efficiently -> ['efficient', 'efficiently', 'swiftly', 'effectively', 'quickly']
swift : swiftly = fortunate : fortunately -> ['fortunate', 'swiftly', 'quickly', 'unlucky', 'effectively']
swift : swiftly = free : freely -> ['free', 'swiftly', 'effectively', 'quickly', 'promptly']
swift : swiftly = furious : furiously -> ['furious', 'swiftly', 'enraged', 'infuriated', 'promptly']
swift : swiftly = happy : happily -> ['happy', 'swiftly', 'quickly', 'quietly', 'pleased']
swift : swiftly = immediate : immediately -> ['immediate', 'swiftly', 'immediately', 'quickly', 'promptly']
swift : swiftly = infrequent : infrequently -> ['infrequent', 'swiftly', 'sporadic', 'quickly', 'infrequently']
swift : swiftly = lucky : luckily -> ['lucky', 'swiftly', 'quickly', 'unlucky', 'soon']
swift : swiftly = most : mostly -> ['most', 'swiftly', 'increasingly', 'quickly', 'ruthlessly']
swift : swiftly = obvious : obviously -> ['obvious', 'swiftly', 'quickly', 'anyway', 'apparent']
swift : swiftly = occasional : occasionally -> ['occasional', 'swiftly', 'infrequent', 'quickly', 'sporadic']
swift : swiftly = possible : possibly -> ['possible', 'swiftly', 'quickly', 'expeditiously', 'humanly']
swift : swiftly = precise : precisely -> ['precise', 'swiftly', 'quickly', 'precisely', 'concretely']
swift : swiftly = professional : professionally -> ['professional', 'swiftly', 'semi-professional', 'quickly', 'professionalized']
swift : swiftly = quick : quickly -> ['swiftly', 'quickly', 'quick', 'promptly', 'slowly']
swift : swiftly = quiet : quietly -> ['quiet', 'swiftly', 'quietly', 'slowly', 'calm']
swift : swiftly = rapid : rapidly -> ['swiftly', 'rapid', 'rapidly', 'quickly', 'slowly']
swift : swiftly = rare : rarely -> ['rare', 'swiftly', 'quickly', 'rarer', 'scarce']
swift : swiftly = reluctant : reluctantly -> ['reluctant', 'hesitant', 'swiftly', 'unwilling', 'obliged']
swift : swiftly = safe : safely -> ['safe', 'swiftly', 'safer', 'effectively', 'safely']
swift : swiftly = serious : seriously -> ['serious', 'swiftly', 'quickly', 'severe', 'slowly']
swift : swiftly = slow : slowly -> ['swiftly', 'slow', 'slowly', 'quickly', 'rapidly']
swift : swiftly = sudden : suddenly -> ['swiftly', 'sudden', 'quickly', 'slowly', 'suddenly']
typical : typically = unfortunate : unfortunately -> ['unfortunate', 'unexpected', 'avoidable', 'usually', 'embarrassing']
typical : typically = usual : usually -> ['usually', 'typically', 'usual', 'normally', 'often']
typical : typically = amazing : amazingly -> ['amazing', 'incredible', 'astonishing', 'astounding', 'awesome']
typical : typically = apparent : apparently -> ['apparent', 'usually', 'typically', 'absolute', 'normally']
typical : typically = calm : calmly -> ['calm', 'usually', 'typically', 'normally', 'rarely']
typical : typically = cheerful : cheerfully -> ['cheerful', 'usually', 'typically', 'often', 'good-natured']
typical : typically = complete : completely -> ['complete', 'typically', 'usually', 'normally', 'properly']
typical : typically = efficient : efficiently -> ['efficient', 'cost-effective', 'effective', 'efficiently', 'typically']
typical : typically = fortunate : fortunately -> ['fortunate', 'often', 'usually', 'typically', 'normally']
typical : typically = free : freely -> ['free', 'usually', 'freely', 'typically', 'gratis']
typical : typically = furious : furiously -> ['furious', 'enraged', 'infuriated', 'angry', 'indignant']
typical : typically = happy : happily -> ['happy', 'normally', 'usually', 'typically', 'glad']
typical : typically = immediate : immediately -> ['immediate', 'typically', 'usually', 'urgent', 'generally']
typical : typically = infrequent : infrequently -> ['infrequent', 'usually', 'infrequently', 'typically', 'normally']
typical : typically = lucky : luckily -> ['lucky', 'unlucky', 'usually', 'sometimes', 'typically']
typical : typically = most : mostly -> ['most', 'usually', 'typically', 'often', 'generally']
typical : typically = obvious : obviously -> ['obvious', 'unambiguous', 'usually', 'typically', 'often']
typical : typically = occasional : occasionally -> ['occasional', 'occasionally', 'usually', 'sometimes', 'typically']
typical : typically = possible : possibly -> ['possible', 'usually', 'typically', 'necessary', 'normally']
typical : typically = precise : precisely -> ['precise', 'typically', 'usually', 'accurate', 'normally']
typical : typically = professional : professionally -> ['professional', 'professionally', 'usually', 'semi-professional', 'typically']
typical : typically = quick : quickly -> ['quick', 'usually', 'typically', 'normally', 'routinely']
typical : typically = quiet : quietly -> ['quiet', 'typically', 'usually', 'normally', 'calm']
typical : typically = rapid : rapidly -> ['rapid', 'typically', 'usually', 'accelerating', 'normally']
typical : typically = rare : rarely -> ['rare', 'typically', 'usually', 'rarely', 'normally']
typical : typically = reluctant : reluctantly -> ['reluctant', 'hesitant', 'unwilling', 'unable', 'willing']
typical : typically = safe : safely -> ['safe', 'typically', 'usually', 'normally', 'safer']
typical : typically = serious : seriously -> ['serious', 'usually', 'typically', 'often', 'life-threatening']
typical : typically = slow : slowly -> ['slow', 'typically', 'usually', 'fast', 'normally']
typical : typically = sudden : suddenly -> ['sudden', 'usually', 'typically', 'asphyxiation', 'deceleration']
typical : typically = swift : swiftly -> ['swift', 'typically', 'usually', 'salmons', 'taylor']
unfortunate : unfortunately = usual : usually -> ['usual', 'unfortunately', 'anyway', 'much', 'generally']
unfortunate : unfortunately = amazing : amazingly -> ['amazing', 'unfortunately', 'awesome', 'amazingly', 'sadly']
unfortunate : unfortunately = apparent : apparently -> ['unfortunately', 'apparent', 'apparently', 'thankfully', 'evident']
unfortunate : unfortunately = calm : calmly -> ['calm', 'unfortunately', 'cool', 'quiet', 'thankfully']
unfortunate : unfortunately = cheerful : cheerfully -> ['cheerful', 'unfortunately', 'good-natured', 'carefree', 'cheery']
unfortunate : unfortunately = complete : completely -> ['complete', 'unfortunately', 'fully', 'full', 'yet']
unfortunate : unfortunately = efficient : efficiently -> ['efficient', 'cost-effective', 'robust', 'efficiently', 'cost-effectively']
unfortunate : unfortunately = fortunate : fortunately -> ['fortunate', 'unfortunately', 'evidently', 'thankfully', 'yet']
unfortunate : unfortunately = free : freely -> ['free', 'unfortunately', 'redistributable', 'distributable', 'webhosting']
unfortunate : unfortunately = furious : furiously -> ['furious', 'unfortunately', 'sadly', 'luckily', 'thankfully']
unfortunate : unfortunately = happy : happily -> ['happy', 'unfortunately', 'sadly', 'glad', 'anymore']
unfortunate : unfortunately = immediate : immediately -> ['immediate', 'unfortunately', 'fortunately', 'yet', 'thankfully']
unfortunate : unfortunately = infrequent : infrequently -> ['infrequent', 'unfortunately', 'infrequently', 'sporadic', 'sadly']
unfortunate : unfortunately = lucky : luckily -> ['lucky', 'unfortunately', 'sadly', 'luckily', 'really']
unfortunate : unfortunately = most : mostly -> ['most', 'unfortunately', 'highly', 'quite', 'second-most']
unfortunate : unfortunately = obvious : obviously -> ['unfortunately', 'obvious', 'obviously', 'anyway', 'definitely']
unfortunate : unfortunately = occasional : occasionally -> ['occasional', 'unfortunately', 'occasionally', 'infrequent', 'sporadic']
unfortunate : unfortunately = possible : possibly -> ['possible', 'unfortunately', 'anyway', 'usable', 'practicable']
unfortunate : unfortunately = precise : precisely -> ['precise', 'unfortunately', 'accurate', 'accuracies', 'standardised']
unfortunate : unfortunately = professional : professionally -> ['professional', 'professionally', 'semi-professional', 'unfortunately', 'semi-pro']
unfortunate : unfortunately = quick : quickly -> ['quick', 'unfortunately', 'dogpile', 'cursory', 'tineye']
unfortunate : unfortunately = quiet : quietly -> ['quiet', 'unfortunately', 'calm', 'sober', 'thankfully']
unfortunate : unfortunately = rapid : rapidly -> ['rapid', 'unfortunately', 'steady', 'slow', 'spurt']
unfortunate : unfortunately = rare : rarely -> ['rare', 'unfortunately', 'scarce', 'uncommon', 'rarely']
unfortunate : unfortunately = reluctant : reluctantly -> ['reluctant', 'hesitant', 'unfortunately', 'willing', 'unable']
unfortunate : unfortunately = safe : safely -> ['safe', 'unfortunately', 'safer', 'usable', 'therefore']
unfortunate : unfortunately = serious : seriously -> ['serious', 'unfortunately', 'thankfully', 'definitely', 'certainly']
unfortunate : unfortunately = slow : slowly -> ['slow', 'unfortunately', 'slowed', 'fast', 'slowing']
unfortunate : unfortunately = sudden : suddenly -> ['sudden', 'unfortunately', 'sadly', 'thankfully', 'suddenly']
unfortunate : unfortunately = swift : swiftly -> ['swift', 'unfortunately', 'taylor', 'surprisingly', 'carman']
unfortunate : unfortunately = typical : typically -> ['typical', 'unfortunately', 'typically', 'unlike', 'generally']
usual : usually = amazing : amazingly -> ['amazing', 'usually', 'incredible', 'awesome', 'astonishing']
usual : usually = apparent : apparently -> ['apparent', 'usually', 'typically', 'sometimes', 'normally']
usual : usually = calm : calmly -> ['calm', 'usually', 'typically', 'cool', 'warm']
usual : usually = cheerful : cheerfully -> ['cheerful', 'kind-hearted', 'kindhearted', 'cheery', 'good-natured']
usual : usually = complete : completely -> ['complete', 'usually', 'typically', 'normally', 'near-complete']
usual : usually = efficient : efficiently -> ['efficient', 'typically', 'cost-effective', 'usually', 'inefficient']
usual : usually = fortunate : fortunately -> ['fortunate', 'usually', 'often', 'traditionally', 'typically']
usual : usually = free : freely -> ['free', 'usually', 'typically', 'gratis', 'freely']
usual : usually = furious : furiously -> ['furious', 'usually', 'distraught', 'enraged', 'infuriated']
usual : usually = happy : happily -> ['happy', 'usually', 'normally', 'typically', 'often']
usual : usually = immediate : immediately -> ['immediate', 'usually', 'typically', 'generally', 'normally']
usual : usually = infrequent : infrequently -> ['infrequent', 'usually', 'infrequently', 'typically', 'normally']
usual : usually = lucky : luckily -> ['lucky', 'usually', 'unlucky', 'sometimes', 'typically']
usual : usually = most : mostly -> ['most', 'usually', 'typically', 'mostly', 'generally']
usual : usually = obvious : obviously -> ['usually', 'obvious', 'typically', 'often', 'normally']
usual : usually = occasional : occasionally -> ['occasional', 'occasionally', 'usually', 'sometimes', 'typically']
usual : usually = possible : possibly -> ['possible', 'usually', 'typically', 'sometimes', 'normally']
usual : usually = precise : precisely -> ['precise', 'usually', 'typically', 'normally', 'often']
usual : usually = professional : professionally -> ['professional', 'semi-professional', 'usually', 'typically', 'kazakhstani']
usual : usually = quick : quickly -> ['quick', 'usually', 'typically', 'normally', 'often']
usual : usually = quiet : quietly -> ['quiet', 'usually', 'typically', 'normally', 'secluded']
usual : usually = rapid : rapidly -> ['rapid', 'usually', 'typically', 'normally', 'often']
usual : usually = rare : rarely -> ['rare', 'usually', 'typically', 'rarely', 'uncommon']
usual : usually = reluctant : reluctantly -> ['reluctant', 'hesitant', 'unwilling', 'willing', 'unable']
usual : usually = safe : safely -> ['safe', 'usually', 'typically', 'normally', 'generally']
usual : usually = serious : seriously -> ['serious', 'usually', 'severe', 'life-threatening', 'typically']
usual : usually = slow : slowly -> ['slow', 'usually', 'typically', 'fast', 'normally']
usual : usually = sudden : suddenly -> ['sudden', 'usually', 'triggered', 'typically', 'convulsive']
usual : usually = swift : swiftly -> ['swift', 'usually', 'typically', 'salmons', 'sometimes']
usual : usually = typical : typically -> ['typically', 'usually', 'typical', 'normally', 'generally']
usual : usually = unfortunate : unfortunately -> ['unfortunate', 'usually', 'avoidable', 'sometimes', 'often']
